year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2024,202324,Academic year,National,E92000001,England,Revised,Spanish,Female,11.6,37.3,65,84,94.8,98.7,5087
2025,202425,Academic year,National,E92000001,England,Provisional,Spanish,Female,10.3,36.7,67.3,85.9,95.3,98.9,5123
1996,199596,Academic year,National,E92000001,England,Final,Spanish,Male,z,25,47,67,81,90,1169
1997,199697,Academic year,National,E92000001,England,Final,Spanish,Male,z,28,52,70,84,93,1268
1998,199798,Academic year,National,E92000001,England,Final,Spanish,Male,z,27,51,73,86,94,1285
1999,199899,Academic year,National,E92000001,England,Final,Spanish,Male,z,26,51,71,85,94,1305
2000,199900,Academic year,National,E92000001,England,Final,Spanish,Male,z,28,54,73,86,95,1351
2001,200001,Academic year,National,E92000001,England,Final,Spanish,Male,z,32,57,76,88,95,1363
2002,200102,Academic year,National,E92000001,England,Final,Spanish,Male,z,33,60,78,90,97,1371
2003,200203,Academic year,National,E92000001,England,Final,Spanish,Male,z,36,64,82,93,99,1433
2004,200304,Academic year,National,E92000001,England,Final,Spanish,Male,z,40,66,84,94,98,1411
2005,200405,Academic year,National,E92000001,England,Final,Spanish,Male,z,40,68,87,96,99,1564
2006,200506,Academic year,National,E92000001,England,Final,Spanish,Male,z,42,70,86,96,99,1707
2007,200607,Academic year,National,E92000001,England,Final,Spanish,Male,z,42,71,88,95,99,1865
2008,200708,Academic year,National,E92000001,England,Final,Spanish,Male,z,42,71,88,97,100,1884
2009,200809,Academic year,National,E92000001,England,Final,Spanish,Male,z,43,71,88,95,99,1968
2010,200910,Academic year,National,E92000001,England,Final,Spanish,Male,9,41,70,87,96,99,2238
2011,201011,Academic year,National,E92000001,England,Final,Spanish,Male,9,41,69,86,96,99,2122
2012,201112,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,69,87,96,99,2095
2013,201213,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,67,88,97,100,2140
2014,201314,Academic year,National,E92000001,England,Final,Spanish,Male,8,39,70,89,97,100,2299
2015,201415,Academic year,National,E92000001,England,Final,Spanish,Male,10,37,69,88,97,100,2543
2016,201516,Academic year,National,E92000001,England,Final,Spanish,Male,9,35,67,87,97,100,2549
2017,201617,Academic year,National,E92000001,England,Final,Spanish,Male,12,39,68,87,96,99,2534
2018,201718,Academic year,National,E92000001,England,Revised,Spanish,Male,11.2,37.8,65.4,85.9,95.3,98.9,2365
2019,201819,Academic year,National,E92000001,England,Revised,Spanish,Male,10.8,35.3,65.2,85.8,96.2,98.9,2564
2020,201920,Academic year,National,E92000001,England,Final,Spanish,Male,22,53.9,79.8,93.9,98.2,99.2,2473
2021,202021,Academic year,National,E92000001,England,Final,Spanish,Male,31.2,63.4,83.8,95.2,98.6,99.6,2522
2022,202122,Academic year,National,E92000001,England,Revised,Spanish,Male,24,51.4,75.2,89.7,97,99.5,2553
2023,202223,Academic year,National,E92000001,England,Revised,Spanish,Male,10,36.8,65.6,84.4,93.9,98.5,2359
2024,202324,Academic year,National,E92000001,England,Revised,Spanish,Male,11.3,37.4,66.8,85.3,95.4,98.7,2454
2025,202425,Academic year,National,E92000001,England,Provisional,Spanish,Male,11.2,35.4,65.9,86.4,95.8,98.8,2521
1996,199596,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,26,47,68,83,92,6409
1997,199697,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,26,48,69,84,93,6095
1998,199798,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,27,50,70,84,93,5736
1999,199899,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,28,52,73,86,94,5147
2000,199900,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,30,53,74,87,94,5019
2001,200001,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,29,57,77,90,96,4737
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,32,60,83,94,99,4944
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,34,62,82,95,99,5316
2004,200304,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,35,63,84,95,99,5261
2005,200405,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,37,67,86,96,99,5461
2006,200506,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,38,67,86,96,99,5641
2007,200607,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,38,66,86,96,99,5766
2008,200708,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,38,66,86,96,99,5659
2009,200809,Academic year,National,E92000001,England,Final,Total Classical studies,All students,z,39,67,87,96,99,5919
2010,200910,Academic year,National,E92000001,England,Final,Total Classical studies,All students,10,39,67,86,96,99,5919
2011,201011,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,40,69,87,96,99,5749
2012,201112,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,38,67,87,96,99,6248
2013,201213,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,38,66,86,96,99,6080
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,37,66,86,96,99,6218
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,36,66,86,96,99,6242
2016,201516,Academic year,National,E92000001,England,Final,Total Classical studies,All students,9,34,64,86,96,99,6158
2017,201617,Academic year,National,E92000001,England,Final,Total Classical studies,All students,10,36,66,87,96,99,6018
2018,201718,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,9.8,36.8,65.9,87.1,96,99.1,5308
2019,201819,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,9.9,35.8,66.1,87.5,96.5,99.1,4820
2020,201920,Academic year,National,E92000001,England,Final,Total Classical studies,All students,21.6,53.1,79.3,94.1,98.6,99.8,4568
2021,202021,Academic year,National,E92000001,England,Final,Total Classical studies,All students,31.4,60.6,82.9,95.2,98.8,99.5,4468
2022,202122,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,25.3,52.9,77.9,92,97.5,99.3,4711
2023,202223,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,10.7,36.4,66.9,87,95.8,99,5688
2024,202324,Academic year,National,E92000001,England,Revised,Total Classical studies,All students,10.5,34.8,65.4,86.8,95.9,98.9,6188
2025,202425,Academic year,National,E92000001,England,Provisional,Total Classical studies,All students,10.2,35.1,66,86.7,96.5,99.1,6066
1996,199596,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,25,47,69,85,93,3639
1997,199697,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,25,48,71,85,93,3546
1998,199798,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,27,51,71,86,94,3359
1999,199899,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,28,53,76,88,95,3060
2000,199900,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,29,54,76,88,95,2879
2001,200001,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,29,57,79,92,97,2771
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,32,61,85,96,99,2819
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,34,63,85,96,99,3096
2004,200304,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,36,65,85,96,99,3060
2005,200405,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,39,70,88,97,100,3146
2006,200506,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,41,71,89,97,99,3203
2007,200607,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,40,70,89,97,99,3164
2008,200708,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,41,70,89,97,99,3114
2009,200809,Academic year,National,E92000001,England,Final,Total Classical studies,Female,z,41,70,89,97,99,3149
2010,200910,Academic year,National,E92000001,England,Final,Total Classical studies,Female,11,41,69,88,96,99,3282
2011,201011,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,43,72,89,97,99,3213
2012,201112,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,40,71,89,97,100,3521
2013,201213,Academic year,National,E92000001,England,Final,Total Classical studies,Female,12,41,70,88,97,99,3389
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,Female,10,38,67,87,96,99,3587
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,Female,11,38,69,88,97,99,3644
2016,201516,Academic year,National,E92000001,England,Final,Total Classical studies,Female,9,35,66,87,97,99,3632
2017,201617,Academic year,National,E92000001,England,Final,Total Classical studies,Female,10,37,67,87,96,99,3672
2018,201718,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,9.1,37.6,67.3,88.6,96.3,99.2,3315
2019,201819,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,9.9,37.1,67.1,88.1,97,99.4,2950
2020,201920,Academic year,National,E92000001,England,Final,Total Classical studies,Female,22.2,56.2,82.4,95.2,99,99.8,2810
2021,202021,Academic year,National,E92000001,England,Final,Total Classical studies,Female,33.1,63.4,85.2,96,99,99.6,2739
2022,202122,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,25.5,54.5,79.1,92.4,97.5,99.1,2963
2023,202223,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,10.7,37.2,69,88.6,96.3,99.1,3618
2024,202324,Academic year,National,E92000001,England,Revised,Total Classical studies,Female,10.4,35.9,66.5,86.9,95.5,98.7,4095
2025,202425,Academic year,National,E92000001,England,Provisional,Total Classical studies,Female,9.7,35.7,67.4,87.4,96.9,99.2,3880
1996,199596,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,27,48,66,82,91,2770
1997,199697,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,26,47,66,82,92,2549
1998,199798,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,28,49,68,82,92,2377
1999,199899,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,28,50,68,83,93,2087
2000,199900,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,30,51,72,86,93,2140
2001,200001,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,30,56,75,88,94,1966
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,33,59,80,92,98,2125
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,34,59,79,94,99,2220
2004,200304,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,35,61,83,94,99,2201
2005,200405,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,34,64,84,94,99,2315
2006,200506,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,36,63,84,95,99,2438
2007,200607,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,35,61,82,94,99,2602
2008,200708,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,35,61,83,95,99,2545
2009,200809,Academic year,National,E92000001,England,Final,Total Classical studies,Male,z,36,63,85,95,100,2770
2010,200910,Academic year,National,E92000001,England,Final,Total Classical studies,Male,9,37,64,84,95,99,2637
2011,201011,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,38,65,85,96,99,2536
2012,201112,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,36,63,84,95,99,2727
2013,201213,Academic year,National,E92000001,England,Final,Total Classical studies,Male,9,33,61,83,94,99,2691
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,36,64,85,95,99,2631
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,Male,10,33,62,83,95,98,2598
2016,201516,Academic year,National,E92000001,England,Final,Total Classical studies,Male,10,32,62,84,95,99,2526
2017,201617,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,34,64,86,96,99,2346
2018,201718,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,11,35.3,63.6,84.7,95.5,98.9,1993
2019,201819,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,9.8,33.6,64.6,86.5,95.7,98.8,1870
2020,201920,Academic year,National,E92000001,England,Final,Total Classical studies,Male,20.6,48.1,74.5,92.3,98.1,99.8,1758
2021,202021,Academic year,National,E92000001,England,Final,Total Classical studies,Male,28.7,56,79.2,93.9,98.5,99.4,1729
2022,202122,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,24.9,50.2,75.8,91.4,97.5,99.5,1748
2023,202223,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,10.5,34.9,63.1,84.3,95,98.8,2070
2024,202324,Academic year,National,E92000001,England,Revised,Total Classical studies,Male,10.8,32.6,63.2,86.5,96.6,99.5,2092
2025,202425,Academic year,National,E92000001,England,Provisional,Total Classical studies,Male,11.1,34.1,63.5,85.3,95.8,99,2186
1996,199596,Academic year,National,E92000001,England,Final,Total English,All students,z,15,34,56,77,91,72544
1997,199697,Academic year,National,E92000001,England,Final,Total English,All students,z,15,34,57,78,92,80659
1998,199798,Academic year,National,E92000001,England,Final,Total English,All students,z,15,35,58,79,92,80546
1999,199899,Academic year,National,E92000001,England,Final,Total English,All students,z,15,35,59,80,93,77658
2000,199900,Academic year,National,E92000001,England,Final,Total English,All students,z,16,36,60,81,93,74343
2001,200001,Academic year,National,E92000001,England,Final,Total English,All students,z,17,36,61,82,94,73749
2002,200102,Academic year,National,E92000001,England,Final,Total English,All students,z,18,42,70,90,98,72495
2003,200203,Academic year,National,E92000001,England,Final,Total English,All students,z,20,44,71,91,99,72011
2004,200304,Academic year,National,E92000001,England,Final,Total English,All students,z,20,44,71,91,99,72967
2005,200405,Academic year,National,E92000001,England,Final,Total English,All students,z,21,45,72,92,99,76997
2006,200506,Academic year,National,E92000001,England,Final,Total English,All students,z,22,47,74,93,99,78147
2007,200607,Academic year,National,E92000001,England,Final,Total English,All students,z,23,49,76,94,99,77502
2008,200708,Academic year,National,E92000001,England,Final,Total English,All students,z,23,49,77,94,99,80917
2009,200809,Academic year,National,E92000001,England,Final,Total English,All students,z,23,50,78,95,99,83649
2010,200910,Academic year,National,E92000001,England,Final,Total English,All students,7,23,50,78,95,99,84037
2011,201011,Academic year,National,E92000001,England,Final,Total English,All students,7,22,50,79,95,100,83103
2012,201112,Academic year,National,E92000001,England,Final,Total English,All students,7,21,48,78,95,100,82825
2013,201213,Academic year,National,E92000001,England,Final,Total English,All students,6,21,49,80,96,100,83425
2014,201314,Academic year,National,E92000001,England,Final,Total English,All students,6,20,48,80,96,100,78215
2015,201415,Academic year,National,E92000001,England,Final,Total English,All students,6,20,49,81,97,100,81533
2016,201516,Academic year,National,E92000001,England,Final,Total English,All students,6,20,49,81,97,100,76175
2017,201617,Academic year,National,E92000001,England,Final,Total English,All students,6,20,48,78,95,99,71038
2018,201718,Academic year,National,E92000001,England,Revised,Total English,All students,6.4,19.7,47.8,77.8,94.8,99.1,65168
2019,201819,Academic year,National,E92000001,England,Revised,Total English,All students,6.6,20.5,49.7,79.6,95.5,99.3,57908
2020,201920,Academic year,National,E92000001,England,Final,Total English,All students,11.6,32.1,63,89.4,98.3,99.8,59972
2021,202021,Academic year,National,E92000001,England,Final,Total English,All students,15.8,38.3,68,90.4,97.8,99.7,56916
2022,202122,Academic year,National,E92000001,England,Revised,Total English,All students,13.3,32.2,64.2,87.4,96.9,99.2,53087
2023,202223,Academic year,National,E92000001,England,Revised,Total English,All students,7.8,21.6,53.3,81.7,95.5,99.1,53023
2024,202324,Academic year,National,E92000001,England,Revised,Total English,All students,7.8,21.5,52.9,80.9,95.1,98.9,56323
2025,202425,Academic year,National,E92000001,England,Provisional,Total English,All students,7.3,21.2,52.5,81.2,95.6,99.3,53177
1996,199596,Academic year,National,E92000001,England,Final,Total English,Female,z,14,34,56,78,92,50115
1997,199697,Academic year,National,E92000001,England,Final,Total English,Female,z,14,33,57,78,93,55711
1998,199798,Academic year,National,E92000001,England,Final,Total English,Female,z,15,35,58,79,92,56334
1999,199899,Academic year,National,E92000001,England,Final,Total English,Female,z,15,34,58,80,93,54697
2000,199900,Academic year,National,E92000001,England,Final,Total English,Female,z,16,35,60,81,94,52450
2001,200001,Academic year,National,E92000001,England,Final,Total English,Female,z,16,36,61,82,94,51989
2002,200102,Academic year,National,E92000001,England,Final,Total English,Female,z,19,43,70,91,98,50272
2003,200203,Academic year,National,E92000001,England,Final,Total English,Female,z,20,45,72,92,99,50495
2004,200304,Academic year,National,E92000001,England,Final,Total English,Female,z,20,44,71,91,99,50655
2005,200405,Academic year,National,E92000001,England,Final,Total English,Female,z,21,45,73,92,99,53241
2006,200506,Academic year,National,E92000001,England,Final,Total English,Female,z,22,47,75,93,99,53924
2007,200607,Academic year,National,E92000001,England,Final,Total English,Female,z,23,49,77,94,99,53537
2008,200708,Academic year,National,E92000001,England,Final,Total English,Female,z,23,50,78,94,99,55788
2009,200809,Academic year,National,E92000001,England,Final,Total English,Female,z,23,51,79,95,100,57538
2010,200910,Academic year,National,E92000001,England,Final,Total English,Female,7,23,51,79,95,99,58599
2011,201011,Academic year,National,E92000001,England,Final,Total English,Female,7,23,50,80,96,100,58607
2012,201112,Academic year,National,E92000001,England,Final,Total English,Female,7,22,49,80,96,100,59051
2013,201213,Academic year,National,E92000001,England,Final,Total English,Female,6,21,50,81,96,100,59990
2014,201314,Academic year,National,E92000001,England,Final,Total English,Female,6,21,50,81,97,100,56249
2015,201415,Academic year,National,E92000001,England,Final,Total English,Female,6,20,51,83,97,100,58720
2016,201516,Academic year,National,E92000001,England,Final,Total English,Female,6,20,50,82,97,100,55576
2017,201617,Academic year,National,E92000001,England,Final,Total English,Female,6,20,49,80,96,99,52120
2018,201718,Academic year,National,E92000001,England,Revised,Total English,Female,6.5,20.3,49,78.9,95.3,99.2,48231
2019,201819,Academic year,National,E92000001,England,Revised,Total English,Female,6.6,21,50.8,80.5,95.9,99.4,43888
2020,201920,Academic year,National,E92000001,England,Final,Total English,Female,12,33.4,64.7,90.4,98.6,99.8,45463
2021,202021,Academic year,National,E92000001,England,Final,Total English,Female,16.3,39.8,70.1,91.6,98.1,99.7,43173
2022,202122,Academic year,National,E92000001,England,Revised,Total English,Female,13.7,33.3,65.8,88.4,97.3,99.3,40083
2023,202223,Academic year,National,E92000001,England,Revised,Total English,Female,8,22.4,54.9,83,96,99.2,40079
2024,202324,Academic year,National,E92000001,England,Revised,Total English,Female,7.9,22.1,54.1,81.8,95.5,99,43387
2025,202425,Academic year,National,E92000001,England,Provisional,Total English,Female,7.4,21.6,53.5,82,95.9,99.4,41489
1996,199596,Academic year,National,E92000001,England,Final,Total English,Male,z,16,36,57,76,90,22429
1997,199697,Academic year,National,E92000001,England,Final,Total English,Male,z,15,34,56,77,91,24948
1998,199798,Academic year,National,E92000001,England,Final,Total English,Male,z,15,35,57,78,91,24212
1999,199899,Academic year,National,E92000001,England,Final,Total English,Male,z,16,37,60,79,92,22961
2000,199900,Academic year,National,E92000001,England,Final,Total English,Male,z,17,37,60,80,92,21893
2001,200001,Academic year,National,E92000001,England,Final,Total English,Male,z,18,38,61,81,93,21760
2002,200102,Academic year,National,E92000001,England,Final,Total English,Male,z,18,41,68,89,98,22223
2003,200203,Academic year,National,E92000001,England,Final,Total English,Male,z,20,43,70,90,98,21516
2004,200304,Academic year,National,E92000001,England,Final,Total English,Male,z,21,44,70,90,98,22312
2005,200405,Academic year,National,E92000001,England,Final,Total English,Male,z,20,44,70,90,98,23756
2006,200506,Academic year,National,E92000001,England,Final,Total English,Male,z,22,46,73,92,99,24223
2007,200607,Academic year,National,E92000001,England,Final,Total English,Male,z,23,48,75,93,99,23965
2008,200708,Academic year,National,E92000001,England,Final,Total English,Male,z,22,48,75,93,99,25129
2009,200809,Academic year,National,E92000001,England,Final,Total English,Male,z,23,49,76,94,99,26111
2010,200910,Academic year,National,E92000001,England,Final,Total English,Male,7,22,48,75,94,99,25438
2011,201011,Academic year,National,E92000001,England,Final,Total English,Male,8,22,48,77,94,99,24496
2012,201112,Academic year,National,E92000001,England,Final,Total English,Male,7,21,46,75,94,99,23774
2013,201213,Academic year,National,E92000001,England,Final,Total English,Male,6,20,46,76,95,99,23435
2014,201314,Academic year,National,E92000001,England,Final,Total English,Male,7,19,45,76,95,100,21966
2015,201415,Academic year,National,E92000001,England,Final,Total English,Male,6,18,45,77,96,100,22813
2016,201516,Academic year,National,E92000001,England,Final,Total English,Male,6,18,44,78,96,100,20599
2017,201617,Academic year,National,E92000001,England,Final,Total English,Male,6,19,45,75,94,99,18918
2018,201718,Academic year,National,E92000001,England,Revised,Total English,Male,6.4,18.2,44.4,74.5,93.4,98.8,16937
2019,201819,Academic year,National,E92000001,England,Revised,Total English,Male,6.7,18.7,46.1,76.7,94.2,98.9,14020
2020,201920,Academic year,National,E92000001,England,Final,Total English,Male,10.5,27.9,57.7,86.3,97.6,99.7,14509
2021,202021,Academic year,National,E92000001,England,Final,Total English,Male,14.2,33.5,61.5,86.6,96.7,99.6,13742
2022,202122,Academic year,National,E92000001,England,Revised,Total English,Male,12,29,59.3,84.3,95.6,98.8,13004
2023,202223,Academic year,National,E92000001,England,Revised,Total English,Male,7,19.1,48.5,77.7,93.9,98.6,12944
2024,202324,Academic year,National,E92000001,England,Revised,Total English,Male,7.3,19.7,48.7,77.8,93.6,98.6,12929
2025,202425,Academic year,National,E92000001,England,Provisional,Total English,Male,7,19.6,48.6,78.4,94.5,98.9,11688
1996,199596,Academic year,National,E92000001,England,Final,Total Maths,All students,z,25,44,62,76,88,54125
1997,199697,Academic year,National,E92000001,England,Final,Total Maths,All students,z,26,46,63,78,88,56050
1998,199798,Academic year,National,E92000001,England,Final,Total Maths,All students,z,27,46,63,78,89,56589
1999,199899,Academic year,National,E92000001,England,Final,Total Maths,All students,z,27,46,63,77,89,56100
2000,199900,Academic year,National,E92000001,England,Final,Total Maths,All students,z,28,47,64,79,89,53674
2001,200001,Academic year,National,E92000001,England,Final,Total Maths,All students,z,27,46,63,77,89,54157
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,All students,z,36,56,73,86,94,44156
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,All students,z,37,58,75,87,95,44453
2004,200304,Academic year,National,E92000001,England,Final,Total Maths,All students,z,38,59,76,88,96,46017
2005,200405,Academic year,National,E92000001,England,Final,Total Maths,All students,z,41,62,78,90,97,46034
2006,200506,Academic year,National,E92000001,England,Final,Total Maths,All students,z,43,64,80,91,98,49805
2007,200607,Academic year,National,E92000001,England,Final,Total Maths,All students,z,44,65,81,92,98,53331
2008,200708,Academic year,National,E92000001,England,Final,Total Maths,All students,z,44,66,82,92,98,57618
2009,200809,Academic year,National,E92000001,England,Final,Total Maths,All students,z,45,67,82,92,98,64517
2010,200910,Academic year,National,E92000001,England,Final,Total Maths,All students,17,45,67,82,93,99,69803
2011,201011,Academic year,National,E92000001,England,Final,Total Maths,All students,18,45,67,83,93,99,75546
2012,201112,Academic year,National,E92000001,England,Final,Total Maths,All students,18,45,67,82,93,99,78077
2013,201213,Academic year,National,E92000001,England,Final,Total Maths,All students,17,44,66,82,93,99,80567
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,66,82,92,99,79036
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,65,81,92,99,82026
2016,201516,Academic year,National,E92000001,England,Final,Total Maths,All students,18,43,65,81,92,99,81532
2017,201617,Academic year,National,E92000001,England,Final,Total Maths,All students,19,43,65,81,92,99,84226
2018,201718,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.5,43.3,65.9,82.1,92.4,98,87326
2019,201819,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.8,41.1,59,75.5,88.9,97,83137
2020,201920,Academic year,National,E92000001,England,Final,Total Maths,All students,23,49,69.1,85.6,94.9,99.3,89036
2021,202021,Academic year,National,E92000001,England,Final,Total Maths,All students,28.1,54,72.2,85.6,93.9,98.8,89828
2022,202122,Academic year,National,E92000001,England,Revised,Total Maths,All students,23.2,47.7,63.8,78.7,90.5,97.7,87075
2023,202223,Academic year,National,E92000001,England,Revised,Total Maths,All students,16.9,41.6,60.7,76.4,88.5,96.4,88256
2024,202324,Academic year,National,E92000001,England,Revised,Total Maths,All students,17.2,42.3,61.4,76.6,88.3,96.1,98066
2025,202425,Academic year,National,E92000001,England,Provisional,Total Maths,All students,16.9,41.8,61.7,78.5,90.2,96.6,102180
1996,199596,Academic year,National,E92000001,England,Final,Total Maths,Female,z,25,46,64,79,89,19118
1997,199697,Academic year,National,E92000001,England,Final,Total Maths,Female,z,25,47,65,80,90,20036
1998,199798,Academic year,National,E92000001,England,Final,Total Maths,Female,z,27,48,66,80,90,20653
1999,199899,Academic year,National,E92000001,England,Final,Total Maths,Female,z,28,49,66,80,91,20478
2000,199900,Academic year,National,E92000001,England,Final,Total Maths,Female,z,29,49,67,81,91,20175
2001,200001,Academic year,National,E92000001,England,Final,Total Maths,Female,z,28,48,66,80,91,20254
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,Female,z,39,61,77,89,96,16381
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,Female,z,39,62,78,90,97,16753
2004,200304,Academic year,National,E92000001,England,Final,Total Maths,Female,z,39,62,79,90,97,17638
2005,200405,Academic year,National,E92000001,England,Final,Total Maths,Female,z,43,66,81,92,98,17423
2006,200506,Academic year,National,E92000001,England,Final,Total Maths,Female,z,46,68,83,93,98,19168
2007,200607,Academic year,National,E92000001,England,Final,Total Maths,Female,z,45,68,83,93,98,21177
2008,200708,Academic year,National,E92000001,England,Final,Total Maths,Female,z,46,69,84,93,98,22809
2009,200809,Academic year,National,E92000001,England,Final,Total Maths,Female,z,47,69,84,93,98,26109
2010,200910,Academic year,National,E92000001,England,Final,Total Maths,Female,17,45,68,84,94,99,28251
2011,201011,Academic year,National,E92000001,England,Final,Total Maths,Female,17,45,68,84,94,99,30224
2012,201112,Academic year,National,E92000001,England,Final,Total Maths,Female,17,44,67,83,94,99,31206
2013,201213,Academic year,National,E92000001,England,Final,Total Maths,Female,15,43,67,83,93,99,31622
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,Female,16,43,67,82,93,99,30635
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,Female,16,41,65,81,93,99,31830
2016,201516,Academic year,National,E92000001,England,Final,Total Maths,Female,16,41,65,82,93,99,31494
2017,201617,Academic year,National,E92000001,England,Final,Total Maths,Female,16,42,65,82,93,99,32808
2018,201718,Academic year,National,E92000001,England,Revised,Total Maths,Female,14,42.2,66.1,82.6,93,98.4,34319
2019,201819,Academic year,National,E92000001,England,Revised,Total Maths,Female,14.1,39.2,58,75.6,89.1,97.3,32025
2020,201920,Academic year,National,E92000001,England,Final,Total Maths,Female,22.3,50.6,71.9,87.7,96,99.5,34815
2021,202021,Academic year,National,E92000001,England,Final,Total Maths,Female,28.1,56.3,75.1,87.8,95.1,99,34672
2022,202122,Academic year,National,E92000001,England,Revised,Total Maths,Female,21.7,48,65.2,80.3,91.9,98.2,32543
2023,202223,Academic year,National,E92000001,England,Revised,Total Maths,Female,14.9,40.3,60.7,77,89.1,96.9,32946
2024,202324,Academic year,National,E92000001,England,Revised,Total Maths,Female,15.3,41.4,61.9,77.5,89.1,96.6,36187
2025,202425,Academic year,National,E92000001,England,Provisional,Total Maths,Female,14.5,40.3,61.4,78.8,90.8,96.8,37938
1996,199596,Academic year,National,E92000001,England,Final,Total Maths,Male,z,25,44,61,75,87,35007
1997,199697,Academic year,National,E92000001,England,Final,Total Maths,Male,z,26,45,62,76,87,36014
1998,199798,Academic year,National,E92000001,England,Final,Total Maths,Male,z,26,44,61,76,88,35936
1999,199899,Academic year,National,E92000001,England,Final,Total Maths,Male,z,27,44,61,76,88,35622
2000,199900,Academic year,National,E92000001,England,Final,Total Maths,Male,z,27,45,62,77,88,33499
