year,time_period,school_type,school_type_group,characteristic_gender,number_of_students,aps,aps_grade,version,cert_type
2017,201617,All independent schools,Independent schools,Male,118,35.03,Dist,Revised,Tech level
2017,201617,All schools,All schools,All students,12781,38.43,Dist+,Revised,Tech level
2017,201617,All schools,All schools,Female,4930,39.61,Dist+,Revised,Tech level
2017,201617,All schools,All schools,Male,7851,37.75,Dist+,Revised,Tech level
2017,201617,All schools and FE sector colleges,All Institutions,All students,64453,32.26,Dist-,Revised,Tech level
2017,201617,All schools and FE sector colleges,All Institutions,Female,28385,32.84,Dist-,Revised,Tech level
2017,201617,All schools and FE sector colleges,All Institutions,Male,36068,31.82,Dist-,Revised,Tech level
2017,201617,All state-funded schools,State-funded schools,All students,12568,38.47,Dist+,Revised,Tech level
2017,201617,All state-funded schools,State-funded schools,Female,4836,39.65,Dist+,Revised,Tech level
2017,201617,All state-funded schools,State-funded schools,Male,7732,37.78,Dist+,Revised,Tech level
2017,201617,All state-funded schools and colleges,All state-funded,All students,64244,32.25,Dist-,Revised,Tech level
2017,201617,All state-funded schools and colleges,All state-funded,Female,28294,32.83,Dist-,Revised,Tech level
2017,201617,All state-funded schools and colleges,All state-funded,Male,35950,31.82,Dist-,Revised,Tech level
2017,201617,Converter academies - mainstream,State-funded schools,All students,4854,38.82,Dist+,Revised,Tech level
2017,201617,Converter academies - mainstream,State-funded schools,Female,1982,39.6,Dist+,Revised,Tech level
2017,201617,Converter academies - mainstream,State-funded schools,Male,2872,38.29,Dist+,Revised,Tech level
2017,201617,Free schools,State-funded schools,All students,126,43.85,Dist*-,Revised,Tech level
2017,201617,Free schools,State-funded schools,Female,14,43.13,Dist*-,Revised,Tech level
2017,201617,Free schools,State-funded schools,Male,112,43.93,Dist*-,Revised,Tech level
2017,201617,Free schools 16-19,State-funded schools,All students,122,32.38,Dist-,Revised,Tech level
2017,201617,Free schools 16-19,State-funded schools,Female,40,28.91,Merit+,Revised,Tech level
2017,201617,Free schools 16-19,State-funded schools,Male,82,34.26,Dist,Revised,Tech level
2017,201617,Independent schools,Independent schools,All students,194,36.36,Dist,Revised,Tech level
2017,201617,Independent schools,Independent schools,Female,x,x,x,Revised,Tech level
2017,201617,Independent schools,Independent schools,Male,x,x,x,Revised,Tech level
2017,201617,Independent special schools,Independent schools,All students,17,33.95,Dist,Revised,Tech level
2017,201617,Independent special schools,Independent schools,Female,x,x,x,Revised,Tech level
2017,201617,Independent special schools,Independent schools,Male,x,x,x,Revised,Tech level
2017,201617,LA maintained mainstream schools,State-funded schools,All students,3229,39.27,Dist+,Revised,Tech level
2017,201617,LA maintained mainstream schools,State-funded schools,Female,1370,40.37,Dist+,Revised,Tech level
2017,201617,LA maintained mainstream schools,State-funded schools,Male,1859,38.5,Dist+,Revised,Tech level
2017,201617,Other FE sector colleges,FE sector colleges,All students,45088,30.29,Dist-,Revised,Tech level
2017,201617,Other FE sector colleges,FE sector colleges,Female,20407,31.02,Dist-,Revised,Tech level
2017,201617,Other FE sector colleges,FE sector colleges,Male,24681,29.71,Merit+,Revised,Tech level
2017,201617,Sixth form colleges,FE sector colleges,All students,7137,37.62,Dist+,Revised,Tech level
2017,201617,Sixth form colleges,FE sector colleges,Female,3289,38.18,Dist+,Revised,Tech level
2017,201617,Sixth form colleges,FE sector colleges,Male,3848,37.23,Dist+,Revised,Tech level
2017,201617,Sponsored academies - mainstream,State-funded schools,All students,2640,38.34,Dist+,Revised,Tech level
2017,201617,Sponsored academies - mainstream,State-funded schools,Female,1083,39.33,Dist+,Revised,Tech level
2017,201617,Sponsored academies - mainstream,State-funded schools,Male,1557,37.7,Dist+,Revised,Tech level
2017,201617,Studio schools,State-funded schools,All students,222,33.69,Dist,Revised,Tech level
2017,201617,Studio schools,State-funded schools,Female,56,34.19,Dist,Revised,Tech level
2017,201617,Studio schools,State-funded schools,Male,166,33.53,Dist,Revised,Tech level
2017,201617,University Technical Colleges (UTCs),State-funded schools,All students,1218,36.47,Dist,Revised,Tech level
2017,201617,University Technical Colleges (UTCs),State-funded schools,Female,197,39.32,Dist+,Revised,Tech level
2017,201617,University Technical Colleges (UTCs),State-funded schools,Male,1021,35.98,Dist,Revised,Tech level
2016,201516,All FE sector colleges,FE sector colleges,All students,57020,29.73,Merit+,Revised,Tech level
2016,201516,All FE sector colleges,FE sector colleges,Female,24315,30.92,Dist-,Revised,Tech level
2016,201516,All FE sector colleges,FE sector colleges,Male,32705,28.9,Merit+,Revised,Tech level
2016,201516,All independent schools,Independent schools,All students,193,36.86,Dist+,Revised,Tech level
2016,201516,All independent schools,Independent schools,Female,72,40.08,Dist+,Revised,Tech level
2016,201516,All independent schools,Independent schools,Male,121,34.56,Dist,Revised,Tech level
2016,201516,All schools,All schools,All students,12620,36.89,Dist+,Revised,Tech level
2016,201516,All schools,All schools,Female,4787,38.28,Dist+,Revised,Tech level
2016,201516,All schools,All schools,Male,7833,36.15,Dist,Revised,Tech level
2016,201516,All schools and FE sector colleges,All Institutions,All students,69318,30.77,Dist-,Revised,Tech level
2016,201516,All schools and FE sector colleges,All Institutions,Female,28968,31.84,Dist-,Revised,Tech level
2016,201516,All schools and FE sector colleges,All Institutions,Male,40350,30.04,Dist-,Revised,Tech level
2016,201516,All state-funded schools,State-funded schools,All students,12427,36.89,Dist+,Revised,Tech level
2016,201516,All state-funded schools,State-funded schools,Female,4715,38.24,Dist+,Revised,Tech level
2016,201516,All state-funded schools,State-funded schools,Male,7712,36.17,Dist,Revised,Tech level
2016,201516,All state-funded schools and colleges,All state-funded,All students,69129,30.76,Dist-,Revised,Tech level
2016,201516,All state-funded schools and colleges,All state-funded,Female,28896,31.82,Dist-,Revised,Tech level
2016,201516,All state-funded schools and colleges,All state-funded,Male,40233,30.03,Dist-,Revised,Tech level
2016,201516,Converter academies - mainstream,State-funded schools,All students,4636,37.22,Dist+,Revised,Tech level
2016,201516,Converter academies - mainstream,State-funded schools,Female,1896,37.87,Dist+,Revised,Tech level
2016,201516,Converter academies - mainstream,State-funded schools,Male,2740,36.8,Dist+,Revised,Tech level
2016,201516,Free schools,State-funded schools,All students,98,33.45,Dist,Revised,Tech level
2016,201516,Free schools,State-funded schools,Female,x,x,x,Revised,Tech level
2016,201516,Free schools,State-funded schools,Male,x,x,x,Revised,Tech level
2016,201516,Free schools 16-19,State-funded schools,All students,127,30,Dist-,Revised,Tech level
2016,201516,Free schools 16-19,State-funded schools,Female,32,33,Dist-,Revised,Tech level
2016,201516,Free schools 16-19,State-funded schools,Male,95,28.95,Merit+,Revised,Tech level
2016,201516,Independent schools,Independent schools,All students,163,38.07,Dist+,Revised,Tech level
2016,201516,Independent schools,Independent schools,Female,66,41.07,Dist+,Revised,Tech level
2016,201516,Independent schools,Independent schools,Male,97,35.61,Dist,Revised,Tech level
2016,201516,Independent special schools,Independent schools,All students,30,29.48,Merit+,Revised,Tech level
2016,201516,Independent special schools,Independent schools,Female,6,27.11,Merit+,Revised,Tech level
2016,201516,Independent special schools,Independent schools,Male,24,30.1,Dist-,Revised,Tech level
2016,201516,LA maintained mainstream schools,State-funded schools,All students,3412,37.56,Dist+,Revised,Tech level
2016,201516,LA maintained mainstream schools,State-funded schools,Female,1418,38.66,Dist+,Revised,Tech level
2016,201516,LA maintained mainstream schools,State-funded schools,Male,1994,36.88,Dist+,Revised,Tech level
2016,201516,Other FE sector colleges,FE sector colleges,All students,50395,28.98,Merit+,Revised,Tech level
2016,201516,Other FE sector colleges,FE sector colleges,Female,21257,30.2,Dist-,Revised,Tech level
2016,201516,Other FE sector colleges,FE sector colleges,Male,29138,28.12,Merit+,Revised,Tech level
2016,201516,Sixth form colleges,FE sector colleges,All students,6625,36.43,Dist,Revised,Tech level
2016,201516,Sixth form colleges,FE sector colleges,Female,3058,37.19,Dist+,Revised,Tech level
2016,201516,Sixth form colleges,FE sector colleges,Male,3567,35.89,Dist,Revised,Tech level
2016,201516,Sponsored academies - mainstream,State-funded schools,All students,2878,36.84,Dist+,Revised,Tech level
2016,201516,Sponsored academies - mainstream,State-funded schools,Female,1101,38.27,Dist+,Revised,Tech level
2016,201516,Sponsored academies - mainstream,State-funded schools,Male,1777,36.07,Dist,Revised,Tech level
2016,201516,Studio schools,State-funded schools,All students,268,32.73,Dist-,Revised,Tech level
2016,201516,Studio schools,State-funded schools,Female,70,33.44,Dist,Revised,Tech level
2016,201516,Studio schools,State-funded schools,Male,198,32.51,Dist-,Revised,Tech level
2016,201516,University Technical Colleges (UTCs),State-funded schools,All students,848,35.73,Dist,Revised,Tech level
2016,201516,University Technical Colleges (UTCs),State-funded schools,Female,111,37.61,Dist+,Revised,Tech level
2016,201516,University Technical Colleges (UTCs),State-funded schools,Male,737,35.48,Dist,Revised,Tech level
2022,202122,All FE sector colleges,FE sector colleges,All students,48807,30.2545,Dist-,Provisional,Applied general
2022,202122,All independent schools,Independent schools,All students,2189,36.539,Dist,Provisional,Applied general
2022,202122,All schools,All schools,All students,69837,33.3582,Dist,Provisional,Applied general
2022,202122,All schools and FE sector colleges,All Institutions,All students,118432,31.8822,Dist-,Provisional,Applied general
2022,202122,All state-funded schools,State-funded schools,All students,67639,33.2644,Dist-,Provisional,Applied general
2022,202122,All state-funded schools and colleges,All state-funded,All students,116234,31.8111,Dist-,Provisional,Applied general
2022,202122,Converter academies - mainstream,State-funded schools,All students,40148,33.3823,Dist,Provisional,Applied general
2022,202122,Free schools,State-funded schools,All students,499,32.8558,Dist-,Provisional,Applied general
2022,202122,Free schools 16-19,State-funded schools,All students,1767,35.0389,Dist,Provisional,Applied general
2022,202122,Independent schools,Independent schools,All students,2172,36.5801,Dist,Provisional,Applied general
2022,202122,Independent special schools,Independent schools,All students,17,30.1111,Dist-,Provisional,Applied general
2022,202122,LA maintained mainstream schools,State-funded schools,All students,11807,33.0778,Dist-,Provisional,Applied general
2022,202122,Other FE sector colleges,FE sector colleges,All students,31109,28.7492,Merit+,Provisional,Applied general
2022,202122,Sixth form colleges,FE sector colleges,All students,17698,33.6112,Dist,Provisional,Applied general
2022,202122,Sponsored academies - mainstream,State-funded schools,All students,11878,32.8882,Dist-,Provisional,Applied general
2022,202122,Studio schools,State-funded schools,All students,378,30.2788,Dist-,Provisional,Applied general
2022,202122,University Technical Colleges (UTCs),State-funded schools,All students,993,32.5131,Dist-,Provisional,Applied general
2022,202122,All FE sector colleges,FE sector colleges,Female,26983,31.7519,Dist-,Provisional,Applied general
2022,202122,All independent schools,Independent schools,Female,852,39.4185,Dist+,Provisional,Applied general
2022,202122,All schools,All schools,Female,37572,34.5354,Dist,Provisional,Applied general
2022,202122,All schools and FE sector colleges,All Institutions,Female,64439,33.2112,Dist-,Provisional,Applied general
2022,202122,All state-funded schools,State-funded schools,Female,36717,34.4367,Dist,Provisional,Applied general
2022,202122,All state-funded schools and colleges,All state-funded,Female,63584,33.1459,Dist-,Provisional,Applied general
2022,202122,Converter academies - mainstream,State-funded schools,Female,22234,34.5762,Dist,Provisional,Applied general
2022,202122,Free schools,State-funded schools,Female,208,31.9947,Dist-,Provisional,Applied general
2022,202122,Free schools 16-19,State-funded schools,Female,1058,35.8326,Dist,Provisional,Applied general
2022,202122,Independent schools,Independent schools,Female,852,39.4185,Dist+,Provisional,Applied general
2022,202122,Independent special schools,Independent schools,Female,0,z,z,Provisional,Applied general
2022,202122,LA maintained mainstream schools,State-funded schools,Female,6405,34.287,Dist,Provisional,Applied general
2022,202122,Other FE sector colleges,FE sector colleges,Female,16495,30.1522,Dist-,Provisional,Applied general
2022,202122,Sixth form colleges,FE sector colleges,Female,10488,34.9108,Dist,Provisional,Applied general
2022,202122,Sponsored academies - mainstream,State-funded schools,Female,6116,34.0328,Dist,Provisional,Applied general
2022,202122,Studio schools,State-funded schools,Female,195,30.2813,Dist-,Provisional,Applied general
2022,202122,University Technical Colleges (UTCs),State-funded schools,Female,413,34.2216,Dist,Provisional,Applied general
2022,202122,All FE sector colleges,FE sector colleges,Male,21824,28.5418,Merit+,Provisional,Applied general
2022,202122,All independent schools,Independent schools,Male,1337,34.8428,Dist,Provisional,Applied general
2022,202122,All schools,All schools,Male,32265,32.0084,Dist-,Provisional,Applied general
2022,202122,All schools and FE sector colleges,All Institutions,Male,53993,30.3601,Dist-,Provisional,Applied general
2022,202122,All state-funded schools,State-funded schools,Male,30922,31.8937,Dist-,Provisional,Applied general
2022,202122,All state-funded schools and colleges,All state-funded,Male,52650,30.2668,Dist-,Provisional,Applied general
2022,202122,Converter academies - mainstream,State-funded schools,Male,17914,31.9235,Dist-,Provisional,Applied general
2022,202122,Free schools,State-funded schools,Male,291,33.4271,Dist,Provisional,Applied general
2022,202122,Free schools 16-19,State-funded schools,Male,709,33.9126,Dist,Provisional,Applied general
2022,202122,Independent schools,Independent schools,Male,1320,34.891,Dist,Provisional,Applied general
2022,202122,Independent special schools,Independent schools,Male,17,30.1111,Dist-,Provisional,Applied general
2022,202122,LA maintained mainstream schools,State-funded schools,Male,5402,31.6753,Dist-,Provisional,Applied general
2022,202122,Other FE sector colleges,FE sector colleges,Male,14614,27.2712,Merit+,Provisional,Applied general
2022,202122,Sixth form colleges,FE sector colleges,Male,7210,31.8215,Dist-,Provisional,Applied general
2022,202122,Sponsored academies - mainstream,State-funded schools,Male,5762,31.6948,Dist-,Provisional,Applied general
2022,202122,Studio schools,State-funded schools,Male,183,30.2755,Dist-,Provisional,Applied general
2022,202122,University Technical Colleges (UTCs),State-funded schools,Male,580,30.9141,Dist-,Provisional,Applied general
2021,202021,All FE sector colleges,FE sector colleges,All students,26809,30.2302,Dist-,Provisional,Applied general
2021,202021,All independent schools,Independent schools,All students,1935,35.7944,Dist,Provisional,Applied general
2021,202021,All schools,All schools,All students,59502,34.1874,Dist,Provisional,Applied general
2021,202021,All schools and FE sector colleges,All Institutions,All students,85832,32.8192,Dist-,Provisional,Applied general
2021,202021,All state-funded schools,State-funded schools,All students,57559,34.1395,Dist,Provisional,Applied general
2021,202021,All state-funded schools and colleges,All state-funded,All students,83904,32.7613,Dist-,Provisional,Applied general
2021,202021,Converter academies - mainstream,State-funded schools,All students,33711,34.2662,Dist,Provisional,Applied general
2021,202021,Free schools,State-funded schools,All students,392,33.5584,Dist,Provisional,Applied general
2021,202021,Free schools 16-19,State-funded schools,All students,831,35.5849,Dist,Provisional,Applied general
2021,202021,Independent schools,Independent schools,All students,1922,35.8046,Dist,Provisional,Applied general
2021,202021,Independent special schools,Independent schools,All students,13,33.4615,Dist,Provisional,Applied general
2021,202021,LA maintained mainstream schools,State-funded schools,All students,10667,33.8868,Dist,Provisional,Applied general
2021,202021,Other FE sector colleges,FE sector colleges,All students,18251,29.2778,Merit+,Provisional,Applied general
2021,202021,Sixth form colleges,FE sector colleges,All students,8558,33.4383,Dist,Provisional,Applied general
2021,202021,Sponsored academies - mainstream,State-funded schools,All students,10645,34.0894,Dist,Provisional,Applied general
2021,202021,Studio schools,State-funded schools,All students,333,31.6264,Dist-,Provisional,Applied general
2021,202021,University Technical Colleges (UTCs),State-funded schools,All students,849,32.6889,Dist-,Provisional,Applied general
2021,202021,All FE sector colleges,FE sector colleges,Female,15071,32.2028,Dist-,Provisional,Applied general
2021,202021,All independent schools,Independent schools,Female,760,37.9687,Dist+,Provisional,Applied general
2021,202021,All schools,All schools,Female,31940,35.816,Dist,Provisional,Applied general
2021,202021,All schools and FE sector colleges,All Institutions,Female,46750,34.548,Dist,Provisional,Applied general
2021,202021,All state-funded schools,State-funded schools,Female,31176,35.7713,Dist,Provisional,Applied general
2021,202021,All state-funded schools and colleges,All state-funded,Female,45997,34.5017,Dist,Provisional,Applied general
2021,202021,Converter academies - mainstream,State-funded schools,Female,18417,35.8489,Dist,Provisional,Applied general
2021,202021,Free schools,State-funded schools,Female,190,35.364,Dist,Provisional,Applied general
2021,202021,Free schools 16-19,State-funded schools,Female,519,37.6285,Dist+,Provisional,Applied general
2021,202021,Independent schools,Independent schools,Female,759,37.9714,Dist+,Provisional,Applied general
2021,202021,Independent special schools,Independent schools,Female,1,35,Dist,Provisional,Applied general
2021,202021,LA maintained mainstream schools,State-funded schools,Female,5855,35.354,Dist,Provisional,Applied general
2021,202021,Other FE sector colleges,FE sector colleges,Female,9854,31.3238,Dist-,Provisional,Applied general
2021,202021,Sixth form colleges,FE sector colleges,Female,5217,34.801,Dist,Provisional,Applied general
2021,202021,Sponsored academies - mainstream,State-funded schools,Female,5621,35.8657,Dist,Provisional,Applied general
2021,202021,Studio schools,State-funded schools,Female,177,33.2526,Dist-,Provisional,Applied general
2021,202021,University Technical Colleges (UTCs),State-funded schools,Female,328,34.6216,Dist,Provisional,Applied general
2021,202021,All FE sector colleges,FE sector colleges,Male,11738,27.8683,Merit+,Provisional,Applied general
2021,202021,All independent schools,Independent schools,Male,1175,34.5082,Dist,Provisional,Applied general
2021,202021,All schools,All schools,Male,27562,32.3459,Dist-,Provisional,Applied general
2021,202021,All schools and FE sector colleges,All Institutions,Male,39082,30.8258,Dist-,Provisional,Applied general
2021,202021,All state-funded schools,State-funded schools,Male,26383,32.2582,Dist-,Provisional,Applied general
2021,202021,All state-funded schools and colleges,All state-funded,Male,37907,30.7284,Dist-,Provisional,Applied general
2021,202021,Converter academies - mainstream,State-funded schools,Male,15294,32.4145,Dist-,Provisional,Applied general
2021,202021,Free schools,State-funded schools,Male,202,31.9585,Dist-,Provisional,Applied general
2021,202021,Free schools 16-19,State-funded schools,Male,312,32.6457,Dist-,Provisional,Applied general
2021,202021,Independent schools,Independent schools,Male,1163,34.5158,Dist,Provisional,Applied general
2021,202021,Independent special schools,Independent schools,Male,12,33.3333,Dist-,Provisional,Applied general
2021,202021,LA maintained mainstream schools,State-funded schools,Male,4812,32.142,Dist-,Provisional,Applied general
2021,202021,Other FE sector colleges,FE sector colleges,Male,8397,26.9887,Merit+,Provisional,Applied general
2021,202021,Sixth form colleges,FE sector colleges,Male,3341,31.3795,Dist-,Provisional,Applied general
2021,202021,Sponsored academies - mainstream,State-funded schools,Male,5024,32.1437,Dist-,Provisional,Applied general
2021,202021,Studio schools,State-funded schools,Male,156,29.2816,Merit+,Provisional,Applied general
2021,202021,University Technical Colleges (UTCs),State-funded schools,Male,521,31.1705,Dist-,Provisional,Applied general
2020,201920,All FE sector colleges,FE sector colleges,All students,25964,28.1972,Merit+,Provisional,Applied general
2020,201920,All independent schools,Independent schools,All students,1538,33.2179,Dist-,Provisional,Applied general
2020,201920,All schools,All schools,All students,54100,32.7477,Dist-,Provisional,Applied general
2020,201920,All schools and FE sector colleges,All Institutions,All students,78939,31.249,Dist-,Provisional,Applied general
2020,201920,All state-funded schools,State-funded schools,All students,52548,32.736,Dist-,Provisional,Applied general
2020,201920,All state-funded schools and colleges,All state-funded,All students,77390,31.2137,Dist-,Provisional,Applied general
2020,201920,Converter academies - mainstream,State-funded schools,All students,30501,32.5526,Dist-,Provisional,Applied general
2020,201920,Free schools,State-funded schools,All students,223,32.1583,Dist-,Provisional,Applied general
2020,201920,Free schools 16-19,State-funded schools,All students,477,31.95,Dist-,Provisional,Applied general
2020,201920,Independent schools,Independent schools,All students,1520,33.291,Dist-,Provisional,Applied general
2020,201920,Independent special schools,Independent schools,All students,18,23.7838,Merit,Provisional,Applied general
2020,201920,LA maintained mainstream schools,State-funded schools,All students,10155,32.4851,Dist-,Provisional,Applied general
2020,201920,Other FE sector colleges,FE sector colleges,All students,18615,27.3067,Merit+,Provisional,Applied general
2020,201920,Sixth form colleges,FE sector colleges,All students,7349,31.4745,Dist-,Provisional,Applied general
2020,201920,Sponsored academies - mainstream,State-funded schools,All students,10016,33.5889,Dist,Provisional,Applied general
2020,201920,Studio schools,State-funded schools,All students,320,31.9131,Dist-,Provisional,Applied general
2020,201920,University Technical Colleges (UTCs),State-funded schools,All students,699,30.8934,Dist-,Provisional,Applied general
2020,201920,All FE sector colleges,FE sector colleges,Female,14345,30.0423,Dist-,Provisional,Applied general
2020,201920,All independent schools,Independent schools,Female,572,35.8406,Dist,Provisional,Applied general
2020,201920,All schools,All schools,Female,28692,34.2348,Dist,Provisional,Applied general
2020,201920,All schools and FE sector colleges,All Institutions,Female,42407,32.8427,Dist-,Provisional,Applied general
2020,201920,All state-funded schools,State-funded schools,Female,28115,34.2059,Dist,Provisional,Applied general
2020,201920,All state-funded schools and colleges,All state-funded,Female,41831,32.8067,Dist-,Provisional,Applied general
2020,201920,Converter academies - mainstream,State-funded schools,Female,16434,34.0623,Dist,Provisional,Applied general
2020,201920,Free schools,State-funded schools,Female,98,34.9735,Dist,Provisional,Applied general
2020,201920,Free schools 16-19,State-funded schools,Female,288,33.8289,Dist,Provisional,Applied general
2020,201920,Independent schools,Independent schools,Female,570,35.879,Dist,Provisional,Applied general
2020,201920,Independent special schools,Independent schools,Female,2,25,Merit,Provisional,Applied general
2020,201920,LA maintained mainstream schools,State-funded schools,Female,5508,33.675,Dist,Provisional,Applied general
2020,201920,Other FE sector colleges,FE sector colleges,Female,9916,29.1668,Merit+,Provisional,Applied general
2020,201920,Sixth form colleges,FE sector colleges,Female,4429,32.87,Dist-,Provisional,Applied general
2020,201920,Sponsored academies - mainstream,State-funded schools,Female,5272,35.0693,Dist,Provisional,Applied general
2020,201920,Studio schools,State-funded schools,Female,177,33.7393,Dist,Provisional,Applied general
2020,201920,University Technical Colleges (UTCs),State-funded schools,Female,256,33.1624,Dist-,Provisional,Applied general
2020,201920,All FE sector colleges,FE sector colleges,Male,11619,26.0406,Merit,Provisional,Applied general
2020,201920,All independent schools,Independent schools,Male,966,31.7842,Dist-,Provisional,Applied general
2020,201920,All schools,All schools,Male,25408,31.0869,Dist-,Provisional,Applied general
2020,201920,All schools and FE sector colleges,All Institutions,Male,36532,29.4429,Merit+,Provisional,Applied general
2020,201920,All state-funded schools,State-funded schools,Male,24433,31.0622,Dist-,Provisional,Applied general
2020,201920,All state-funded schools and colleges,All state-funded,Male,35559,29.3845,Merit+,Provisional,Applied general
2020,201920,Converter academies - mainstream,State-funded schools,Male,14067,30.8082,Dist-,Provisional,Applied general
2020,201920,Free schools,State-funded schools,Male,125,29.9564,Merit+,Provisional,Applied general
2020,201920,Free schools 16-19,State-funded schools,Male,189,29.4108,Merit+,Provisional,Applied general
2020,201920,Independent schools,Independent schools,Male,950,31.8672,Dist-,Provisional,Applied general
2020,201920,Independent special schools,Independent schools,Male,16,23.5484,Merit,Provisional,Applied general
2020,201920,LA maintained mainstream schools,State-funded schools,Male,4647,31.099,Dist-,Provisional,Applied general
2020,201920,Other FE sector colleges,FE sector colleges,Male,8699,25.2644,Merit,Provisional,Applied general
2020,201920,Sixth form colleges,FE sector colleges,Male,2920,29.4134,Merit+,Provisional,Applied general
2020,201920,Sponsored academies - mainstream,State-funded schools,Male,4744,31.9557,Dist-,Provisional,Applied general
2020,201920,Studio schools,State-funded schools,Male,143,29.3422,Merit+,Provisional,Applied general
2020,201920,University Technical Colleges (UTCs),State-funded schools,Male,443,29.1959,Merit+,Provisional,Applied general
2019,201819,All FE sector colleges,FE sector colleges,All students,22190,26.7735,Merit+,Provisional,Applied general
2019,201819,All independent schools,Independent schools,All students,1009,30.5492,Dist-,Provisional,Applied general
2019,201819,All schools,All schools,All students,43633,29.2365,Merit+,Provisional,Applied general
2019,201819,All schools and FE sector colleges,All Institutions,All students,64822,28.3712,Merit+,Provisional,Applied general
2019,201819,All state-funded schools,State-funded schools,All students,42614,29.2122,Merit+,Provisional,Applied general
2019,201819,All state-funded schools and colleges,All state-funded,All students,63803,28.3452,Merit+,Provisional,Applied general
2019,201819,Converter academies - mainstream,State-funded schools,All students,22712,29.2913,Merit+,Provisional,Applied general
2019,201819,Free schools,State-funded schools,All students,69,28.8235,Merit+,Provisional,Applied general
2019,201819,Free schools 16-19,State-funded schools,All students,271,31.0204,Dist-,Provisional,Applied general
2019,201819,Independent schools,Independent schools,All students,1001,30.5383,Dist-,Provisional,Applied general
2019,201819,Independent special schools,Independent schools,All students,8,33.0435,Dist-,Provisional,Applied general
2019,201819,LA maintained mainstream schools,State-funded schools,All students,9578,28.7287,Merit+,Provisional,Applied general
2019,201819,Other FE sector colleges,FE sector colleges,All students,15579,26.0913,Merit,Provisional,Applied general
2019,201819,Sixth form colleges,FE sector colleges,All students,6611,29.1396,Merit+,Provisional,Applied general
2019,201819,Sponsored academies - mainstream,State-funded schools,All students,8899,29.3337,Merit+,Provisional,Applied general
2019,201819,Studio schools,State-funded schools,All students,294,27.5515,Merit+,Provisional,Applied general
2019,201819,University Technical Colleges (UTCs),State-funded schools,All students,679,30.5106,Dist-,Provisional,Applied general
2019,201819,All FE sector colleges,FE sector colleges,Female,12356,28.3525,Merit+,Provisional,Applied general
2019,201819,All independent schools,Independent schools,Female,450,32.6619,Dist-,Provisional,Applied general
2019,201819,All schools,All schools,Female,22458,30.5926,Dist-,Provisional,Applied general
2019,201819,All schools and FE sector colleges,All Institutions,Female,34281,29.7882,Merit+,Provisional,Applied general
2019,201819,All state-funded schools,State-funded schools,Female,22004,30.5605,Dist-,Provisional,Applied general
2019,201819,All state-funded schools and colleges,All state-funded,Female,33827,29.7606,Merit+,Provisional,Applied general
2019,201819,Converter academies - mainstream,State-funded schools,Female,11733,30.6428,Dist-,Provisional,Applied general
2019,201819,Free schools,State-funded schools,Female,35,32.4658,Dist-,Provisional,Applied general
2019,201819,Free schools 16-19,State-funded schools,Female,153,33.77,Dist,Provisional,Applied general
2019,201819,Independent schools,Independent schools,Female,450,32.6619,Dist-,Provisional,Applied general
2019,201819,Independent special schools,Independent schools,Female,0,z,z,Provisional,Applied general
2019,201819,LA maintained mainstream schools,State-funded schools,Female,5155,30.0228,Dist-,Provisional,Applied general
2019,201819,Other FE sector colleges,FE sector colleges,Female,8525,27.7662,Merit+,Provisional,Applied general
2019,201819,Sixth form colleges,FE sector colleges,Female,3831,30.2703,Dist-,Provisional,Applied general
2019,201819,Sponsored academies - mainstream,State-funded schools,Female,4468,30.5881,Dist-,Provisional,Applied general
2019,201819,Studio schools,State-funded schools,Female,147,29.1655,Merit+,Provisional,Applied general
2019,201819,University Technical Colleges (UTCs),State-funded schools,Female,248,33.0227,Dist-,Provisional,Applied general
2019,201819,All FE sector colleges,FE sector colleges,Male,9834,24.8463,Merit,Provisional,Applied general
2019,201819,All independent schools,Independent schools,Male,559,28.9812,Merit+,Provisional,Applied general
2019,201819,All schools,All schools,Male,21175,27.77,Merit+,Provisional,Applied general
2019,201819,All schools and FE sector colleges,All Institutions,Male,30541,26.7695,Merit+,Provisional,Applied general
2019,201819,All state-funded schools,State-funded schools,Male,20610,27.743,Merit+,Provisional,Applied general
2019,201819,All state-funded schools and colleges,All state-funded,Male,29976,26.7369,Merit+,Provisional,Applied general
2019,201819,Converter academies - mainstream,State-funded schools,Male,10979,27.821,Merit+,Provisional,Applied general
2019,201819,Free schools,State-funded schools,Male,34,25.1049,Merit,Provisional,Applied general
2019,201819,Free schools 16-19,State-funded schools,Male,118,27.8781,Merit+,Provisional,Applied general
2019,201819,Independent schools,Independent schools,Male,551,28.9501,Merit+,Provisional,Applied general
2019,201819,Independent special schools,Independent schools,Male,8,33.0435,Dist-,Provisional,Applied general
2019,201819,LA maintained mainstream schools,State-funded schools,Male,4423,27.2157,Merit+,Provisional,Applied general
2019,201819,Other FE sector colleges,FE sector colleges,Male,7054,24.1069,Merit,Provisional,Applied general
2019,201819,Sixth form colleges,FE sector colleges,Male,2780,27.6091,Merit+,Provisional,Applied general
2019,201819,Sponsored academies - mainstream,State-funded schools,Male,4431,28.0112,Merit+,Provisional,Applied general
2019,201819,Studio schools,State-funded schools,Male,147,25.6835,Merit,Provisional,Applied general
2019,201819,University Technical Colleges (UTCs),State-funded schools,Male,431,28.7701,Merit+,Provisional,Applied general
2018,201718,Other FE sector colleges,FE sector colleges,All students,6175,25.19,Merit,Revised,Applied general
